#lens_name, Survey name, Spectrograph, RA/Dec, z_len, z_src, \sigma_{obs}, \sigma_{obs}_err, seeing50, s_{fib}, velocity bias b_\sigma, <\kappa_{LSS}^2>^{1/2}
#z_len--from DR17. For duplicate lenses, redshifts and velocity dispersions are taken from entries with specprimary=1.
#For SLACSJ0157$-$0056, the velocity dispersion measured by BOSS is adopted.
J1159-0007     BELLS      BOSS  115944.63-000728.2      0.332181      1.345670    850.000000     -3.000000      1.607720      0.877361      1.018215      0.027730
J1215+0047     BELLS      BOSS  121504.44+004726.0      0.642221      1.297040    747.991577     63.974415      1.879720      0.962511      1.041574      0.028130
J1221+3806     BELLS      BOSS  122151.92+380610.5      0.534827      1.284380    218.986649     48.771194      1.167000      0.772911      1.028427      0.026000
J1234-0241     BELLS      BOSS  123427.99-024129.6      0.489979      1.015890    128.144730     35.260773      0.000000      0.878739      1.036584      0.021320
J1318-0104     BELLS      BOSS  131829.39-010421.6      0.659205      1.395900    204.446350     29.459637      1.259680      0.789634      1.030002      0.029870
J1337+3620     BELLS      BOSS  133751.31+362018.1      0.564194      1.182070    245.263367     39.062168      1.875350      0.961068      1.023557      0.025130
J1349+3612     BELLS      BOSS  134910.30+361239.7      0.439595      0.892639    198.292892     22.683058      0.000000      0.878739      1.031216      0.018490
J1352+3216     BELLS      BOSS  135218.99+321651.8      0.463400      1.034080    162.737839     24.598652      1.514690      0.850981      1.019225      0.021060
J1541+1812     BELLS      BOSS  154118.56+181235.1      0.560255      1.113330    187.360626     27.228373      1.208010      0.779847      1.034753      0.024020
J1542+1629     BELLS      BOSS  154246.33+162951.8      0.352109      1.023340    217.504623     17.487644      1.126080      0.766813      1.034209      0.018170
J1545+2748     BELLS      BOSS  154503.57+274805.3      0.521755      1.288590    237.126053     36.181877      1.794220      0.934670      1.045711      0.025750
J1601+2138     BELLS      BOSS  160113.27+213833.9      0.543335      1.446060    278.375366     32.265671      1.920220      0.975983      1.022364      0.028160
J1611+1705     BELLS      BOSS  161109.80+170526.6      0.476591      1.210890     99.581451     22.422073      1.660120      0.892922      1.021489      0.023740
J1631+1854     BELLS      BOSS  163150.33+185404.1      0.407989      1.086260    293.678375     16.714798      1.762910      0.924698      1.019764      0.020460
J1637+1439     BELLS      BOSS  163714.58+143930.1      0.390810      0.874424    214.865036     35.286488      1.886530      0.964764      1.052949      0.017290
J2122+0409     BELLS      BOSS  212252.04+040935.5      0.626107      1.451700    308.130829     48.913425      1.831670      0.946759      1.027991      0.030000
J2125+0411     BELLS      BOSS  212510.67+041131.6      0.363157      0.977734    253.883652     20.644302      1.316020      0.801481      1.036946      0.017970
J2303+0037     BELLS      BOSS  230335.17+003703.2      0.458175      0.936278    260.084167     29.965488      1.856210      0.954771      1.032366      0.019500
